Sample ID (Collaborator)	Sex	Population name	Superpopulation name	Population description	Sample ID (Illumina)	Sample ID (SGDP)
HG04184	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04189	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04191	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03927	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03934	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03941	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03902	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03907	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03914	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04195	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04164	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04171	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04176	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04183	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04188	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04133	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04140	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04152	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04157	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03919	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03926	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03940	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03012	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03007	female	Bengali	South Asia	Bengali in Bangladesh	LP6005442-DNA_H09	S_Bengali-2
HG03606	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03593	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03598	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03595	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03603	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03615	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03795	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03803	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03834	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03808	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03815	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03812	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03817	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03824	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03829	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03831	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03904	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03909	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03911	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03916	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04161	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04173	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04180	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04185	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04192	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04135	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04142	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04147	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04159	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03797	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03928	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03800	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03930	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03805	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03942	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04132	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04175	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04182	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04187	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04194	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03925	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03937	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04144	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04149	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04151	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04156	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03906	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03913	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03920	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03006	male	Bengali	South Asia	Bengali in Bangladesh	LP6005442-DNA_G09	S_Bengali-1
HG03607	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03594	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03809	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03816	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03823	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03830	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03796	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03804	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03929	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03931	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03905	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG03917	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04131	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04136	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04148	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04150	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04155	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04162	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04174	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04186	female	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HG04193	male	Bengali	South Asia	Bengali in Bangladesh	NA	NA
HGDP01173	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01177	female	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01155	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01174	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01152	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01157	female	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01171	female	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01149	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01151	male	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01156	female	Bergamo	Europe	Bergamo in Bergamo, Italy	NA	NA
HGDP01153	male	Bergamo	Europe	Bergamo in Bergamo, Italy	LP6005441-DNA_A06	S_Bergamo-1
HGDP01172	female	Bergamo	Europe	Bergamo in Bergamo, Italy	LP6005441-DNA_B06	S_Bergamo-2
HGDP00466	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00473	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00454	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00459	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00460	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00465	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00472	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00453	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00458	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00985	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP01090	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00455	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00479	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00464	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00469	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00452	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00981	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00986	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP01092	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP01087	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP01094	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00470	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00475	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP01086	male	Biaka	Africa	Biaka in Central African Republic	NA	NA
HGDP00461	male	Biaka	Africa	Biaka in Central African Republic	LP6005441-DNA_H02	S_Biaka-2
HGDP00457	male	Biaka	Africa	Biaka in Central African Republic	LP6005441-DNA_G02	S_Biaka-1
HGDP00663	female	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00491	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00788	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP01027	female	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00655	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00662	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00787	female	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00664	female	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00490	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00823	male	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00661	female	Bougainville	Oceania	Bougainville in Papua New Guinea	NA	NA
HGDP00656	female	Bougainville	Oceania	Bougainville in Papua New Guinea	LP6005441-DNA_A03	S_Bougainville-2
HGDP00660	female	Bougainville	Oceania	Bougainville in Papua New Guinea	LP6005441-DNA_B03	S_Bougainville-1
B17	male	Brahmin	South Asia	Brahmin in India	LP6005519-DNA_H03	S_Brahmin-2
B11	male	Brahmin	South Asia	Brahmin in India	LP6005519-DNA_G03	S_Brahmin-1
HGDP00005	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00017	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00029	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00031	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00043	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00009	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00011	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00023	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00035	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00047	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00001	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00003	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00013	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00025	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00037	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00049	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00015	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00039	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00041	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00007	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00021	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00033	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00045	male	Brahui	South Asia	Brahui in Pakistan	NA	NA
HGDP00027	male	Brahui	South Asia	Brahui in Pakistan	LP6005441-DNA_D03	S_Brahui-1
HGDP00019	male	Brahui	South Asia	Brahui in Pakistan	LP6005441-DNA_C03	S_Brahui-2
HG00128	female	British	Europe	British in England and Scotland	LP6005442-DNA_F10	S_English-2
HG00126	male	British	Europe	British in England and Scotland	LP6005442-DNA_E10	S_English-1
HG00132	female	British	Europe	British in England and Scotland	NA	NA
HG00137	female	British	Europe	British in England and Scotland	NA	NA
HG00149	male	British	Europe	British in England and Scotland	NA	NA
HG00151	male	British	Europe	British in England and Scotland	NA	NA
HG00136	male	British	Europe	British in England and Scotland	NA	NA
HG00233	female	British	Europe	British in England and Scotland	NA	NA
HG00143	male	British	Europe	British in England and Scotland	NA	NA
HG00238	female	British	Europe	British in England and Scotland	NA	NA
HG00148	male	British	Europe	British in England and Scotland	NA	NA
HG00240	female	British	Europe	British in England and Scotland	NA	NA
HG00150	female	British	Europe	British in England and Scotland	NA	NA
HG00245	female	British	Europe	British in England and Scotland	NA	NA
HG00155	male	British	Europe	British in England and Scotland	NA	NA
HG00252	male	British	Europe	British in England and Scotland	NA	NA
HG00257	female	British	Europe	British in England and Scotland	NA	NA
HG00264	male	British	Europe	British in England and Scotland	NA	NA
HG00232	female	British	Europe	British in England and Scotland	NA	NA
HG00237	female	British	Europe	British in England and Scotland	NA	NA
HG00244	male	British	Europe	British in England and Scotland	NA	NA
HG00251	male	British	Europe	British in England and Scotland	NA	NA
HG00256	male	British	Europe	British in England and Scotland	NA	NA
HG00263	female	British	Europe	British in England and Scotland	NA	NA
HG00101	male	British	Europe	British in England and Scotland	NA	NA
HG00106	female	British	Europe	British in England and Scotland	NA	NA
HG00113	male	British	Europe	British in England and Scotland	NA	NA
HG00118	female	British	Europe	British in England and Scotland	NA	NA
HG00120	female	British	Europe	British in England and Scotland	NA	NA
HG00125	female	British	Europe	British in England and Scotland	NA	NA
HG00097	female	British	Europe	British in England and Scotland	NA	NA
HG00100	female	British	Europe	British in England and Scotland	NA	NA
HG00105	male	British	Europe	British in England and Scotland	NA	NA
HG00112	male	British	Europe	British in England and Scotland	NA	NA
HG00117	male	British	Europe	British in England and Scotland	NA	NA
HG00129	male	British	Europe	British in England and Scotland	NA	NA
HG00131	male	British	Europe	British in England and Scotland	NA	NA
HG02215	female	British	Europe	British in England and Scotland	NA	NA
HG00142	male	British	Europe	British in England and Scotland	NA	NA
HG00138	male	British	Europe	British in England and Scotland	NA	NA
HG00154	female	British	Europe	British in England and Scotland	NA	NA
HG00140	male	British	Europe	British in England and Scotland	NA	NA
HG00159	male	British	Europe	British in England and Scotland	NA	NA
HG00145	male	British	Europe	British in England and Scotland	NA	NA
HG00157	male	British	Europe	British in England and Scotland	NA	NA
HG00231	female	British	Europe	British in England and Scotland	NA	NA
HG00236	female	British	Europe	British in England and Scotland	NA	NA
HG00243	male	British	Europe	British in England and Scotland	NA	NA
HG00234	male	British	Europe	British in England and Scotland	NA	NA
HG00250	female	British	Europe	British in England and Scotland	NA	NA
HG00239	female	British	Europe	British in England and Scotland	NA	NA
HG00255	female	British	Europe	British in England and Scotland	NA	NA
HG00246	male	British	Europe	British in England and Scotland	NA	NA
HG00262	female	British	Europe	British in England and Scotland	NA	NA
HG00253	female	British	Europe	British in England and Scotland	NA	NA
HG00258	female	British	Europe	British in England and Scotland	NA	NA
HG00260	male	British	Europe	British in England and Scotland	NA	NA
HG00265	male	British	Europe	British in England and Scotland	NA	NA
HG00096	male	British	Europe	British in England and Scotland	NA	NA
HG00109	male	British	Europe	British in England and Scotland	NA	NA
HG00111	female	British	Europe	British in England and Scotland	NA	NA
HG00116	male	British	Europe	British in England and Scotland	NA	NA
HG00123	female	British	Europe	British in England and Scotland	NA	NA
HG00128	female	British	Europe	British in England and Scotland	LP6005442-DNA_F10	S_English-2
HG00130	female	British	Europe	British in England and Scotland	NA	NA
HG00099	female	British	Europe	British in England and Scotland	NA	NA
HG00102	female	British	Europe	British in England and Scotland	NA	NA
HG00107	male	British	Europe	British in England and Scotland	NA	NA
HG00114	male	British	Europe	British in England and Scotland	NA	NA
HG00119	male	British	Europe	British in England and Scotland	NA	NA
HG00121	female	British	Europe	British in England and Scotland	NA	NA
HG00126	male	British	Europe	British in England and Scotland	LP6005442-DNA_E10	S_English-1
HG00133	female	British	Europe	British in England and Scotland	NA	NA
HG01789	male	British	Europe	British in England and Scotland	NA	NA
HG01791	male	British	Europe	British in England and Scotland	NA	NA
HG00139	male	British	Europe	British in England and Scotland	NA	NA
HG00141	male	British	Europe	British in England and Scotland	NA	NA
HG00146	female	British	Europe	British in England and Scotland	NA	NA
HG00158	female	British	Europe	British in England and Scotland	NA	NA
HG00160	male	British	Europe	British in England and Scotland	NA	NA
HG00235	female	British	Europe	British in England and Scotland	NA	NA
HG00242	male	British	Europe	British in England and Scotland	NA	NA
HG00254	female	British	Europe	British in England and Scotland	NA	NA
HG00259	female	British	Europe	British in England and Scotland	NA	NA
HG00261	female	British	Europe	British in England and Scotland	NA	NA
HG00103	male	British	Europe	British in England and Scotland	NA	NA
HG00108	male	British	Europe	British in England and Scotland	NA	NA
HG00110	female	British	Europe	British in England and Scotland	NA	NA
HG00115	male	British	Europe	British in England and Scotland	NA	NA
HG00122	female	British	Europe	British in England and Scotland	NA	NA
HG00127	female	British	Europe	British in England and Scotland	NA	NA
HG01334	male	British	Europe	British in England and Scotland	NA	NA
HG01790	female	British	Europe	British in England and Scotland	NA	NA
BulgarianB4	male	Bulgarian	Europe	Bulgarian in Bulgaria	LP6005442-DNA_A03	S_Bulgarian-1
BulgarianC1	male	Bulgarian	Europe	Bulgarian in Bulgaria	LP6005442-DNA_B03	S_Bulgarian-2
Bu5	male	Burmese	Southeast Asia	Burmese in Myanmar	LP6005519-DNA_A06	S_Burmese-2
Bu16	male	Burmese	Southeast Asia	Burmese in Myanmar	LP6005519-DNA_B06	S_Burmese-1
HGDP00372	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00423	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00341	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00346	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00364	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00371	female	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00376	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00388	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00392	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00397	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00412	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00417	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00359	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00382	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00402	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
HGDP00407	male	Burusho	South Asia	Burusho in Pakistan	NA	NA
